"CustomerId","Age","VegOrNonVeg","PreviousOrders","FavouriteCuisine","AverageBill","OrderedItem"
"250","57","Veg","39","Chinese","383.87","Paneer Butter Masala"
"146","48","Veg","40","Italian","645.94","Margherita Pizza"
"393","68","Veg","7","North Indian","816.86","Veg Biryani"
"400","46","Veg","24","North Indian","1296.48","Paneer Butter Masala"
"237","34","Veg","40","Continental","257.46","Gulab Jamun"
"43","67","Veg","1","South Indian","1174.01","Hakka Noodles"
"82","47","Veg","11","Italian","1067.35","Margherita Pizza"
"254","57","NonVeg","22","South Indian","951.49","Gulab Jamun"
"105","21","Veg","11","South Indian","1018.23","Veg Biryani"
"128","32","Veg","15","Continental","1162.55","Veg Biryani"
"9","30","NonVeg","31","North Indian","1019.83","Chicken Biryani"
"488","38","NonVeg","9","South Indian","944.3","Chicken Pizza"
"286","69","NonVeg","19","Italian","1337.24","Fish Curry"
"435","36","Veg","6","Chinese","1229.78","Margherita Pizza"
"148","37","Veg","41","Continental","1270.26","Paneer Butter Masala"
"252","40","Veg","42","Chinese","769.59","Hakka Noodles"
"343","65","Veg","3","North Indian","461.27","Veg Biryani"
"144","52","Veg","38","Continental","999.26","Margherita Pizza"
"442","66","Veg","37","Italian","356.75","Margherita Pizza"
"12","40","Veg","33","South Indian","997.27","Margherita Pizza"
"280","62","Veg","21","Italian","262.93","Margherita Pizza"
"234","63","NonVeg","29","North Indian","401.86","Butter Chicken"
"355","39","Veg","10","North Indian","188.13","Veg Biryani"
"255","47","Veg","16","North Indian","924.33","Paneer Butter Masala"
"234","23","NonVeg","25","South Indian","972.39","Gulab Jamun"
"406","49","Veg","27","South Indian","1053.52","Margherita Pizza"
"31","35","Veg","43","North Indian","677.81","Paneer Butter Masala"
"7","63","Veg","30","Italian","558.8","Margherita Pizza"
"147","37","Veg","20","North Indian","242.05","Veg Biryani"
"373","66","NonVeg","24","North Indian","180.48","Chicken Biryani"
"409","23","NonVeg","13","Chinese","1256.95","Hakka Noodles"
"109","31","NonVeg","10","South Indian","716.18","Fish Curry"
"119","48","NonVeg","16","Continental","725.43","Chicken Biryani"
"113","55","Veg","30","North Indian","802.07","Veg Biryani"
"212","60","Veg","19","Italian","558.89","Margherita Pizza"
"380","54","NonVeg","19","South Indian","414.25","Chicken Pizza"
"55","37","NonVeg","27","South Indian","269.38","Gulab Jamun"
"166","45","Veg","25","North Indian","790.17","Paneer Butter Masala"
"205","67","Veg","17","Chinese","891.54","Gulab Jamun"
"231","20","NonVeg","6","Chinese","1134.26","Gulab Jamun"
"443","51","Veg","12","Continental","753.72","Margherita Pizza"
"165","63","NonVeg","20","North Indian","318.1","Butter Chicken"
"139","22","Veg","36","Continental","290.33","Masala Dosa"
"377","49","NonVeg","27","North Indian","599.11","Butter Chicken"
"158","69","Veg","13","Italian","957.36","Hakka Noodles"
"443","67","Veg","2","South Indian","714.54","Margherita Pizza"
"38","68","Veg","22","Continental","277.18","Hakka Noodles"
"485","44","NonVeg","31","South Indian","401.64","Hakka Noodles"
"23","55","NonVeg","6","Chinese","338.35","Chicken Pizza"
"451","26","Veg","21","North Indian","197.12","Paneer Butter Masala"
"80","66","Veg","29","Chinese","649.19","Veg Biryani"
"323","24","Veg","12","North Indian","994.75","Paneer Butter Masala"
"234","19","Veg","21","Italian","595.38","Margherita Pizza"
"114","21","Veg","14","Continental","1189.62","Gulab Jamun"
"391","54","NonVeg","3","North Indian","387.72","Chicken Biryani"
"291","40","Veg","35","North Indian","1150.81","Veg Biryani"
"292","67","Veg","20","Continental","659.36","Masala Dosa"
"66","51","Veg","30","North Indian","702.11","Veg Biryani"
"430","35","NonVeg","25","South Indian","1299.79","Chicken Pizza"
"219","28","Veg","23","South Indian","1216.41","Margherita Pizza"
"303","48","Veg","24","Chinese","1242.62","Paneer Butter Masala"
"60","43","Veg","20","Continental","951.06","Veg Biryani"
"22","38","Veg","33","South Indian","959.72","Hakka Noodles"
"51","41","NonVeg","39","South Indian","1045.26","Chicken Pizza"
"375","62","NonVeg","24","Continental","356.47","Chicken Biryani"
"28","63","Veg","25","North Indian","812.63","Veg Biryani"
"421","26","Veg","13","North Indian","1069.92","Paneer Butter Masala"
"401","67","NonVeg","10","Chinese","652.27","Hakka Noodles"
"67","53","Veg","8","Chinese","783.34","Masala Dosa"
"321","23","NonVeg","22","Continental","622.37","Hakka Noodles"
"267","62","Veg","6","North Indian","1364.88","Paneer Butter Masala"
"150","34","Veg","44","Italian","492.04","Hakka Noodles"
"457","32","Veg","34","South Indian","1317.46","Gulab Jamun"
"89","41","Veg","2","South Indian","1287.08","Margherita Pizza"
"20","41","Veg","17","Chinese","419.57","Margherita Pizza"
"48","46","Veg","18","North Indian","503.1","Paneer Butter Masala"
"184","45","Veg","11","North Indian","1181.68","Veg Biryani"
"420","58","Veg","19","Chinese","1054.81","Hakka Noodles"
"193","54","NonVeg","3","North Indian","605.61","Butter Chicken"
"438","35","NonVeg","3","Chinese","490.88","Fish Curry"
"365","50","Veg","30","South Indian","1162.05","Masala Dosa"
"464","61","Veg","4","Chinese","1153.32","Margherita Pizza"
"337","57","Veg","21","Continental","420.9","Hakka Noodles"
"427","36","NonVeg","41","South Indian","1031.87","Butter Chicken"
"103","25","Veg","26","North Indian","769.12","Paneer Butter Masala"
"71","39","Veg","41","Chinese","310.32","Margherita Pizza"
"434","34","Veg","24","Continental","729.48","Hakka Noodles"
"292","61","NonVeg","3","Italian","422.29","Fish Curry"
"133","23","Veg","5","Chinese","1233.31","Margherita Pizza"
"346","31","Veg","15","Italian","1045.91","Margherita Pizza"
"167","27","Veg","5","Italian","818.41","Hakka Noodles"
"19","47","Veg","12","South Indian","1362.1","Gulab Jamun"
"156","24","Veg","13","Italian","926","Margherita Pizza"
"149","70","NonVeg","11","Continental","1230.84","Hakka Noodles"
"27","22","Veg","33","South Indian","391.26","Masala Dosa"
"326","47","Veg","30","Continental","480.49","Margherita Pizza"
"280","54","Veg","40","Continental","454.42","Paneer Butter Masala"
"74","32","NonVeg","5","North Indian","636.67","Chicken Biryani"
"96","68","NonVeg","29","Continental","223.65","Gulab Jamun"
"236","43","Veg","36","Italian","1360.82","Margherita Pizza"
"278","57","Veg","17","Chinese","971.38","Margherita Pizza"
"143","55","NonVeg","29","South Indian","1065.34","Chicken Pizza"
"405","29","Veg","36","Chinese","1266.88","Veg Biryani"
"301","57","Veg","10","North Indian","731.61","Paneer Butter Masala"
"109","41","Veg","11","North Indian","286.27","Paneer Butter Masala"
"262","52","Veg","32","Chinese","890.44","Hakka Noodles"
"125","40","Veg","14","North Indian","1268.27","Veg Biryani"
"134","33","NonVeg","4","North Indian","973.81","Chicken Biryani"
"3","35","Veg","9","North Indian","1325.09","Paneer Butter Masala"
"134","19","Veg","29","Italian","260.52","Hakka Noodles"
"283","42","NonVeg","14","North Indian","523.03","Chicken Biryani"
"157","33","Veg","25","Continental","602.78","Masala Dosa"
"77","70","Veg","19","North Indian","1319.19","Veg Biryani"
"154","28","Veg","29","Italian","801.92","Margherita Pizza"
"202","27","Veg","37","Chinese","1358.89","Gulab Jamun"
"416","63","NonVeg","17","Chinese","1023.37","Fish Curry"
"25","25","Veg","27","Chinese","1010.17","Veg Biryani"
"15","69","Veg","6","South Indian","316.26","Masala Dosa"
"127","34","Veg","34","Chinese","489.08","Masala Dosa"
"58","43","Veg","17","Chinese","1271.77","Paneer Butter Masala"
"67","28","Veg","11","North Indian","566.23","Paneer Butter Masala"
"32","22","NonVeg","37","North Indian","489.84","Chicken Biryani"
"101","51","Veg","39","Chinese","628.73","Masala Dosa"
"276","28","Veg","20","Chinese","874.48","Gulab Jamun"
"327","20","NonVeg","35","South Indian","1301.08","Gulab Jamun"
"385","18","Veg","35","Continental","1255.69","Hakka Noodles"
"115","19","NonVeg","44","Continental","406.14","Gulab Jamun"
"428","57","NonVeg","24","Italian","1276.58","Fish Curry"
"1","36","Veg","33","Continental","877.32","Gulab Jamun"
"16","46","NonVeg","15","North Indian","672.65","Chicken Biryani"
"315","55","NonVeg","22","North Indian","699.33","Chicken Biryani"
"89","25","NonVeg","18","Italian","567.32","Hakka Noodles"
"155","45","NonVeg","1","South Indian","1138.6","Hakka Noodles"
"327","57","Veg","14","North Indian","1100.52","Veg Biryani"
"245","48","NonVeg","35","Chinese","417.57","Chicken Biryani"
"19","63","Veg","22","North Indian","451.02","Veg Biryani"
"109","70","Veg","12","South Indian","1168.82","Paneer Butter Masala"
"8","46","NonVeg","27","South Indian","1046.95","Hakka Noodles"
"485","50","Veg","30","North Indian","1351.36","Veg Biryani"
"278","60","NonVeg","6","Chinese","1005.26","Butter Chicken"
"329","68","Veg","26","Italian","504.49","Hakka Noodles"
"371","58","NonVeg","42","North Indian","702.51","Chicken Biryani"
"27","37","Veg","21","North Indian","748.84","Paneer Butter Masala"
"126","18","NonVeg","11","Continental","263.51","Fish Curry"
"98","58","NonVeg","6","North Indian","975.44","Chicken Biryani"
"290","21","NonVeg","20","North Indian","610.81","Chicken Biryani"
"425","53","Veg","24","Chinese","452.29","Masala Dosa"
"222","66","Veg","10","Chinese","781","Veg Biryani"
"473","24","NonVeg","9","South Indian","665.59","Gulab Jamun"
"499","43","NonVeg","34","Continental","836.45","Fish Curry"
"147","21","Veg","6","North Indian","750.55","Veg Biryani"
"168","27","Veg","38","Chinese","663.38","Veg Biryani"
"428","34","Veg","8","Continental","1081.41","Paneer Butter Masala"
"469","38","NonVeg","42","South Indian","939.92","Butter Chicken"
"92","59","NonVeg","30","Chinese","1202.06","Butter Chicken"
"425","44","Veg","2","North Indian","359.81","Paneer Butter Masala"
"472","53","Veg","1","South Indian","912.45","Masala Dosa"
"85","48","NonVeg","36","Chinese","352.05","Chicken Pizza"
"343","50","NonVeg","38","North Indian","608.42","Chicken Biryani"
"198","69","NonVeg","25","North Indian","360.49","Butter Chicken"
"409","39","NonVeg","27","North Indian","185.68","Chicken Biryani"
"359","57","NonVeg","2","Continental","1371.5","Chicken Biryani"
"112","66","Veg","32","Continental","197.85","Gulab Jamun"
"446","42","NonVeg","35","North Indian","377.48","Butter Chicken"
"343","48","Veg","21","Italian","837.86","Margherita Pizza"
"80","34","Veg","7","North Indian","601.42","Veg Biryani"
"434","25","Veg","17","Continental","1341.7","Hakka Noodles"
"35","18","Veg","6","Continental","386.08","Gulab Jamun"
"478","40","NonVeg","37","Continental","1291.25","Hakka Noodles"
"81","69","Veg","20","Italian","217.65","Hakka Noodles"
"298","69","NonVeg","30","Italian","258","Hakka Noodles"
"155","65","Veg","9","Italian","210.64","Hakka Noodles"
"288","27","Veg","17","South Indian","919.65","Margherita Pizza"
"442","27","Veg","19","South Indian","424.58","Hakka Noodles"
"87","23","Veg","42","Continental","1025.24","Margherita Pizza"
"16","26","Veg","5","Italian","747.74","Margherita Pizza"
"269","59","Veg","40","Chinese","954.98","Gulab Jamun"
"399","26","Veg","19","North Indian","883.36","Paneer Butter Masala"
"397","19","Veg","38","South Indian","1035.35","Paneer Butter Masala"
"396","35","Veg","15","South Indian","341.91","Masala Dosa"
"10","67","NonVeg","7","South Indian","834.49","Chicken Biryani"
"201","61","NonVeg","25","Italian","594.54","Fish Curry"
"469","33","NonVeg","6","Italian","632.23","Fish Curry"
"67","43","Veg","34","South Indian","464.79","Gulab Jamun"
"228","47","Veg","23","Italian","1076.25","Margherita Pizza"
"117","33","NonVeg","2","South Indian","1114.72","Fish Curry"
"106","22","NonVeg","17","South Indian","651.7","Fish Curry"
"21","35","NonVeg","34","South Indian","1205.51","Fish Curry"
"225","25","Veg","14","South Indian","1242.62","Veg Biryani"
"127","51","NonVeg","27","North Indian","1314.95","Chicken Biryani"
"495","38","Veg","27","North Indian","1024.32","Paneer Butter Masala"
"197","29","NonVeg","38","South Indian","1286.22","Fish Curry"
"113","58","Veg","40","Chinese","675.71","Hakka Noodles"
"81","36","NonVeg","40","Chinese","1120.56","Hakka Noodles"
"229","50","Veg","20","Chinese","1328.42","Masala Dosa"
"474","23","Veg","7","North Indian","242.81","Paneer Butter Masala"
"462","51","NonVeg","43","Italian","247.54","Fish Curry"
"433","32","Veg","24","Chinese","213.71","Masala Dosa"
"20","57","Veg","41","Chinese","1172.93","Hakka Noodles"
"304","26","Veg","43","South Indian","1301.75","Veg Biryani"
"334","54","Veg","16","Chinese","513.53","Gulab Jamun"
"361","28","Veg","33","Continental","465.38","Gulab Jamun"
"164","24","Veg","41","Continental","890.78","Hakka Noodles"
"175","38","Veg","10","South Indian","1269.62","Masala Dosa"
"234","34","Veg","6","Continental","560.05","Hakka Noodles"
"293","42","NonVeg","34","North Indian","418.39","Chicken Biryani"
"276","56","NonVeg","26","North Indian","562.95","Chicken Biryani"
"16","42","Veg","16","North Indian","515.72","Paneer Butter Masala"
"149","46","Veg","17","North Indian","561.01","Paneer Butter Masala"
"441","31","NonVeg","41","Chinese","484.07","Chicken Biryani"
"333","55","NonVeg","18","North Indian","1069.37","Butter Chicken"
"336","60","Veg","26","Chinese","1137.77","Margherita Pizza"
"424","47","NonVeg","2","Chinese","703.69","Chicken Pizza"
"465","64","Veg","39","South Indian","526.68","Gulab Jamun"
"233","42","Veg","3","Chinese","983.16","Hakka Noodles"
"383","42","NonVeg","24","Continental","619.43","Chicken Pizza"
"365","50","Veg","23","Chinese","931.31","Gulab Jamun"
"348","52","NonVeg","36","Continental","220.95","Hakka Noodles"
"416","62","NonVeg","20","Italian","1062.49","Fish Curry"
"170","62","NonVeg","6","Italian","427.81","Fish Curry"
"55","70","NonVeg","4","Italian","278.15","Fish Curry"
"129","64","Veg","30","South Indian","420.18","Hakka Noodles"
"411","19","NonVeg","28","South Indian","1102.64","Chicken Biryani"
"310","18","Veg","28","North Indian","1302.54","Paneer Butter Masala"
"387","63","Veg","19","South Indian","647.17","Gulab Jamun"
"330","27","Veg","42","Chinese","884.56","Veg Biryani"
"481","54","Veg","24","Chinese","868.27","Veg Biryani"
"406","20","Veg","20","Italian","801.72","Margherita Pizza"
"483","18","Veg","7","Italian","767.09","Margherita Pizza"
"7","58","NonVeg","36","South Indian","761.2","Chicken Pizza"
"432","63","Veg","8","Chinese","375.33","Veg Biryani"
"163","36","Veg","16","North Indian","969.68","Veg Biryani"
"408","49","NonVeg","39","Continental","1332.94","Gulab Jamun"
"85","63","Veg","5","Continental","1012.46","Veg Biryani"
"466","59","Veg","4","Chinese","1316.92","Hakka Noodles"
"94","23","NonVeg","16","South Indian","1319.46","Chicken Biryani"
"326","36","Veg","37","Chinese","948.06","Paneer Butter Masala"
"80","40","Veg","24","Continental","418.35","Veg Biryani"
"1","23","NonVeg","21","North Indian","1011.49","Butter Chicken"
"284","29","Veg","32","South Indian","652.98","Paneer Butter Masala"
"248","63","NonVeg","1","Italian","932.6","Hakka Noodles"
"251","23","Veg","3","South Indian","802.6","Veg Biryani"
"180","48","NonVeg","33","Italian","1105.71","Hakka Noodles"
"2","37","Veg","12","Continental","403.92","Gulab Jamun"
"74","70","Veg","11","North Indian","279.68","Paneer Butter Masala"
"283","30","Veg","26","Italian","977.99","Hakka Noodles"
"1","42","NonVeg","8","Italian","781.38","Fish Curry"
"317","26","NonVeg","28","Continental","429.43","Fish Curry"
"248","70","Veg","20","Chinese","770.74","Margherita Pizza"
"59","57","Veg","20","Continental","603.95","Masala Dosa"
"174","22","Veg","5","North Indian","1132.72","Paneer Butter Masala"
"450","38","Veg","31","North Indian","181.53","Veg Biryani"
"419","70","Veg","39","Chinese","796.27","Hakka Noodles"
"121","36","NonVeg","8","North Indian","265.04","Butter Chicken"
"359","29","Veg","7","Chinese","1241.16","Margherita Pizza"
"37","28","NonVeg","19","Italian","524.11","Fish Curry"
"303","55","NonVeg","22","Chinese","895.42","Gulab Jamun"
"385","48","Veg","37","Italian","516.36","Margherita Pizza"
"367","54","Veg","32","Continental","307.1","Gulab Jamun"
"81","26","Veg","6","Italian","398.96","Margherita Pizza"
"392","51","Veg","10","Italian","1095.77","Margherita Pizza"
"321","54","Veg","21","Chinese","943.71","Masala Dosa"
"330","36","Veg","27","South Indian","1316.99","Hakka Noodles"
"258","33","Veg","8","Chinese","587.96","Veg Biryani"
"277","50","Veg","19","South Indian","711.64","Paneer Butter Masala"
"466","29","Veg","23","Chinese","1363.75","Hakka Noodles"
"1","41","Veg","21","South Indian","291.47","Paneer Butter Masala"
"397","51","Veg","11","Italian","783.27","Margherita Pizza"
"170","58","NonVeg","19","North Indian","500.26","Chicken Biryani"
"36","36","Veg","9","North Indian","283.71","Paneer Butter Masala"
"75","21","NonVeg","43","North Indian","1052.32","Chicken Biryani"
"428","26","Veg","11","Chinese","797.79","Gulab Jamun"
"489","47","NonVeg","42","North Indian","1093.12","Chicken Biryani"
"226","45","Veg","32","North Indian","889.9","Veg Biryani"
"48","22","Veg","1","South Indian","1296.02","Margherita Pizza"
"285","28","Veg","35","South Indian","953.86","Veg Biryani"
"299","27","Veg","34","North Indian","761.57","Paneer Butter Masala"
"396","57","NonVeg","15","South Indian","292.13","Chicken Biryani"
"278","38","NonVeg","6","South Indian","1015.48","Butter Chicken"
"37","42","Veg","26","South Indian","1092.39","Masala Dosa"
"180","18","NonVeg","6","North Indian","669.56","Chicken Biryani"
"172","44","NonVeg","5","Continental","1206.18","Butter Chicken"
"170","39","Veg","37","Chinese","543.71","Masala Dosa"
"404","21","Veg","42","Chinese","196.91","Gulab Jamun"
"359","18","NonVeg","32","North Indian","808.35","Butter Chicken"
"375","65","Veg","31","South Indian","698.56","Paneer Butter Masala"
"445","68","Veg","38","North Indian","435.15","Paneer Butter Masala"
"24","18","Veg","21","Chinese","1061.63","Gulab Jamun"
